N,Rho,Verteilung_X,Parameter,Avg_Skewness,Bias_OLS,Bias_ICA,RMSE_OLS,RMSE_ICA
1000,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.2151,0.6601,0.0017,0.6626,0.2544
1000,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.2151,1.8889,0.0961,1.8897,27.1367
1000,0.3,t,{'df': 3},-0.1426,0.1035,-0.0008,0.1063,0.0573
1000,0.3,t,{'df': 4},0.0861,0.1446,0.0019,0.1472,0.0654
1000,0.3,t,{'df': 5},-0.007,0.1696,0.003,0.1716,0.1731
1000,0.3,t,{'df': 6},-0.0114,0.1884,0.0054,0.1903,0.2256
1000,0.4,beta,"{'a': 0.5, 'b': 0.5}",-0.0033,1.4019,-0.0065,1.4023,5.1339
1000,0.4,beta,"{'a': 1.0, 'b': 1.0}",-0.0,1.6427,0.0009,1.6431,0.2063
1000,0.4,beta,"{'a': 2.0, 'b': 2.0}",-0.0007,1.9024,-0.0122,1.9026,0.7289
1000,0.4,beta,"{'a': 4.0, 'b': 4.0}",0.0012,2.1297,0.1357,2.1298,5.0971
1000,0.4,chisquare,{'df': 2},1.8467,0.097,-0.0008,0.0984,0.0506
1000,0.4,chisquare,{'df': 8},0.9752,0.025,-0.004,0.0262,0.0717
1000,0.4,chisquare,{'df': 14},0.7405,0.0141,-0.0044,0.0152,0.0776
1000,0.4,chisquare,{'df': 20},0.6201,0.0099,0.0009,0.0111,0.0718
1000,0.4,gamma,"{'shape': 1.0, 'scale': 0.5}",0.9355,0.9809,-0.0014,0.9826,0.1775
1000,0.4,gamma,"{'shape': 1.0, 'scale': 2.0}",1.8467,0.097,-0.0011,0.0984,0.0545
1000,0.4,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3897,0.0123,-0.0001,0.0136,0.0339
1000,0.4,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9752,0.025,-0.0022,0.0262,0.0733
1000,0.4,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.58,0.0874,0.0001,0.0907,0.043
1000,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.5224,0.2729,0.0005,0.276,0.1197
1000,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.9795,0.763,0.0012,0.7648,0.1983
1000,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.1245,1.7484,0.1172,1.7489,27.2359
1000,0.4,t,{'df': 3},-0.1413,0.1347,-0.0008,0.1375,0.0761
1000,0.4,t,{'df': 4},0.0825,0.1863,0.001,0.1885,0.0788
1000,0.4,t,{'df': 5},-0.0072,0.2179,0.0032,0.2195,0.1668
1000,0.4,t,{'df': 6},-0.011,0.2403,0.0093,0.2418,0.3295
1000,0.5,beta,"{'a': 0.5, 'b': 0.5}",-0.0025,1.3322,-0.0048,1.3325,0.5177
1000,0.5,beta,"{'a': 1.0, 'b': 1.0}",0.001,1.4997,-0.0022,1.4999,0.301
1000,0.5,beta,"{'a': 2.0, 'b': 2.0}",0.0002,1.6648,-0.0063,1.6649,0.557
1000,0.5,beta,"{'a': 4.0, 'b': 4.0}",0.0016,1.7999,0.1606,1.8,8.2567
1000,0.5,chisquare,{'df': 2},1.7885,0.1187,-0.0005,0.1198,0.0703
1000,0.5,chisquare,{'df': 8},0.9673,0.031,-0.0033,0.032,0.0693
1000,0.5,chisquare,{'df': 14},0.7369,0.0176,-0.0028,0.0185,0.0731
1000,0.5,chisquare,{'df': 20},0.6181,0.0124,0.0012,0.0133,0.0755
1000,0.5,gamma,"{'shape': 1.0, 'scale': 0.5}",0.6968,1.0043,-0.005,1.0054,0.713
1000,0.5,gamma,"{'shape': 1.0, 'scale': 2.0}",1.7885,0.1187,-0.0005,0.1198,0.0549
1000,0.5,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3838,0.0153,-0.0004,0.0164,0.03
1000,0.5,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9673,0.031,-0.0012,0.032,0.0728
1000,0.5,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.4551,0.1073,-0.0001,0.1106,0.0642
1000,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.3099,0.3215,0.0021,0.3243,0.0983
1000,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.7721,0.8141,-0.0017,0.8155,0.2074
1000,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0762,1.5687,0.1376,1.569,14.4988
1000,0.5,t,{'df': 3},-0.1392,0.1632,-0.001,0.1661,0.0344
1000,0.5,t,{'df': 4},0.0786,0.2232,0.0018,0.2253,0.0905
1000,0.5,t,{'df': 5},-0.0071,0.2598,0.0033,0.2612,0.1404
1000,0.5,t,{'df': 6},-0.0104,0.2848,0.0068,0.286,0.1749
1000,0.6,beta,"{'a': 0.5, 'b': 0.5}",-0.0017,1.2364,-0.0066,1.2365,0.2358
1000,0.6,beta,"{'a': 1.0, 'b': 1.0}",0.0017,1.3534,-0.001,1.3535,0.2707
1000,0.6,beta,"{'a': 2.0, 'b': 2.0}",0.0008,1.4619,-0.0144,1.462,0.9257
1000,0.6,beta,"{'a': 4.0, 'b': 4.0}",0.0019,1.5473,0.2119,1.5473,12.588
1000,0.6,chisquare,{'df': 2},1.7213,0.1388,-0.0006,0.1398,0.0542
1000,0.6,chisquare,{'df': 8},0.9578,0.0369,-0.0023,0.0377,0.0742
1000,0.6,chisquare,{'df': 14},0.7326,0.0211,-0.0066,0.0218,0.0778
1000,0.6,chisquare,{'df': 20},0.6156,0.0148,-0.0032,0.0156,0.0747
1000,0.6,gamma,"{'shape': 1.0, 'scale': 0.5}",0.5193,0.9869,-0.0027,0.9877,7.842
1000,0.6,gamma,"{'shape': 1.0, 'scale': 2.0}",1.7213,0.1388,-0.0019,0.1398,0.0649
1000,0.6,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3767,0.0184,-0.0002,0.0193,0.03
1000,0.6,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9578,0.0369,-0.0006,0.0377,0.0742
1000,0.6,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.3102,0.1259,-0.0002,0.1292,0.0537
1000,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.0883,0.3603,0.0011,0.3629,0.1257
1000,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.6029,0.8287,0.003,0.8296,0.5269
1000,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0495,1.3996,0.1794,1.3998,5.1366
1000,0.6,t,{'df': 3},-0.1364,0.1889,-0.0008,0.1918,0.066
1000,0.6,t,{'df': 4},0.0746,0.2552,0.0021,0.2571,0.0829
1000,0.6,t,{'df': 5},-0.0068,0.295,0.004,0.2962,0.1389
1000,0.6,t,{'df': 6},-0.0095,0.3214,0.0044,0.3224,0.1732
1000,0.7,beta,"{'a': 0.5, 'b': 0.5}",-0.0011,1.1377,-0.0052,1.1378,0.133
1000,0.7,beta,"{'a': 1.0, 'b': 1.0}",0.0022,1.2211,0.0069,1.2212,0.2404
1000,0.7,beta,"{'a': 2.0, 'b': 2.0}",0.0013,1.2951,-0.0178,1.2952,2.7563
1000,0.7,beta,"{'a': 4.0, 'b': 4.0}",0.0021,1.352,0.2215,1.352,10.0762
1000,0.7,chisquare,{'df': 2},1.6472,0.1572,-0.0,0.1582,0.0585
1000,0.7,chisquare,{'df': 8},0.9467,0.0427,-0.0014,0.0434,0.0762
1000,0.7,chisquare,{'df': 14},0.7275,0.0245,-0.0018,0.0251,0.0745
1000,0.7,chisquare,{'df': 20},0.6127,0.0173,-0.0036,0.0179,0.0755
1000,0.7,gamma,"{'shape': 1.0, 'scale': 0.5}",0.3907,0.9484,-0.0006,0.949,2.138
1000,0.7,gamma,"{'shape': 1.0, 'scale': 2.0}",1.6472,0.1572,-0.0007,0.1582,0.0585
1000,0.7,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3684,0.0214,-0.0005,0.0222,0.0324
1000,0.7,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9467,0.0427,-0.0013,0.0434,0.0729
1000,0.7,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.1493,0.143,-0.0003,0.1464,0.0407
1000,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.8692,0.3899,0.0011,0.3922,0.0641
1000,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.4706,0.8197,-0.0006,0.8204,11.0782
1000,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.034,1.253,0.1788,1.2531,21.8083
1000,0.7,t,{'df': 3},-0.133,0.2115,-0.0005,0.2144,0.0548
1000,0.7,t,{'df': 4},0.0705,0.2819,0.0019,0.2837,0.09
1000,0.7,t,{'df': 5},-0.0063,0.3236,0.0034,0.3246,0.0984
1000,0.7,t,{'df': 6},-0.0086,0.3504,0.0064,0.3513,0.1691
1000,0.8,beta,"{'a': 0.5, 'b': 0.5}",-0.0005,1.0454,-0.0066,1.0454,0.1393
1000,0.8,beta,"{'a': 1.0, 'b': 1.0}",0.0026,1.1062,-0.0006,1.1063,0.2262
1000,0.8,beta,"{'a': 2.0, 'b': 2.0}",0.0016,1.1585,-0.0091,1.1585,1.9169
1000,0.8,beta,"{'a': 4.0, 'b': 4.0}",0.0023,1.1981,0.3073,1.1981,12.9539
1000,0.8,chisquare,{'df': 2},1.5682,0.1739,-0.0007,0.1747,0.0469
1000,0.8,chisquare,{'df': 8},0.9341,0.0483,-0.004,0.0489,0.0771
1000,0.8,chisquare,{'df': 14},0.7217,0.0279,-0.0036,0.0284,0.0749
1000,0.8,chisquare,{'df': 20},0.6094,0.0197,-0.0027,0.0202,0.0741
1000,0.8,gamma,"{'shape': 1.0, 'scale': 0.5}",0.2981,0.9008,-0.0038,0.9012,0.3117
1000,0.8,gamma,"{'shape': 1.0, 'scale': 2.0}",1.5682,0.1739,-0.0009,0.1747,0.0815
1000,0.8,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3589,0.0244,-0.001,0.025,0.0331
1000,0.8,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9341,0.0483,-0.0019,0.0489,0.0762
1000,0.8,lognormal,"{'mean': 0.0, 'sigma': 1.0}",3.9763,0.1585,0.0002,0.1619,0.048
1000,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.6606,0.4111,0.0014,0.4131,0.2771
1000,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.3693,0.7969,0.0025,0.7974,1.4385
1000,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0245,1.129,0.2768,1.1291,43.9921
1000,0.8,t,{'df': 3},-0.1292,0.231,-0.001,0.2339,0.0945
1000,0.8,t,{'df': 4},0.0663,0.3036,0.0007,0.3052,0.0896
1000,0.8,t,{'df': 5},-0.0057,0.3459,0.0042,0.3468,0.172
1000,0.8,t,{'df': 6},-0.0076,0.3723,0.0088,0.3731,0.1819
4000,0.1,beta,"{'a': 0.5, 'b': 0.5}",-0.0001,0.7408,-0.0007,0.7418,0.1767
4000,0.1,beta,"{'a': 1.0, 'b': 1.0}",-0.0004,1.0713,0.0042,1.0722,0.3662
4000,0.1,beta,"{'a': 2.0, 'b': 2.0}",0.0007,1.664,0.0037,1.665,0.3153
4000,0.1,beta,"{'a': 4.0, 'b': 4.0}",-0.0002,2.6449,0.0142,2.6457,0.7633
4000,0.1,chisquare,{'df': 2},1.9876,0.0252,0.0014,0.0264,0.0557
4000,0.1,chisquare,{'df': 8},0.9935,0.0064,0.0014,0.0075,0.0442
4000,0.1,chisquare,{'df': 14},0.7521,0.0035,-0.0005,0.0045,0.0461
4000,0.1,chisquare,{'df': 20},0.6292,0.0025,0.002,0.0035,0.0501
4000,0.1,gamma,"{'shape': 1.0, 'scale': 0.5}",1.881,0.3859,0.004,0.3873,0.2432
4000,0.1,gamma,"{'shape': 1.0, 'scale': 2.0}",1.9876,0.0252,0.0012,0.0264,0.0392
4000,0.1,gamma,"{'shape': 2.0, 'scale': 4.0}",1.4052,0.0035,0.0005,0.0044,0.0224
4000,0.1,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9935,0.0064,0.002,0.0075,0.038
4000,0.1,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.6009,0.0218,0.0006,0.0232,0.05
4000,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.75}",3.1595,0.0753,0.0,0.0767,0.0893
4000,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.6686,0.2671,0.0016,0.2686,0.1293
4000,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.631,1.2722,0.0583,1.2735,0.6884
4000,0.1,t,{'df': 3},0.0325,0.0335,-0.0012,0.035,0.0562
4000,0.1,t,{'df': 4},-0.0115,0.0494,-0.0017,0.0507,0.0549
4000,0.1,t,{'df': 5},-0.0304,0.0588,0.0015,0.06,0.0586
4000,0.1,t,{'df': 6},-0.0058,0.0647,-0.0012,0.0659,0.0903
4000,0.2,beta,"{'a': 0.5, 'b': 0.5}",-0.0001,1.2124,-0.0007,1.2127,0.1007
4000,0.2,beta,"{'a': 1.0, 'b': 1.0}",0.0002,1.6224,0.0032,1.6227,0.7959
4000,0.2,beta,"{'a': 2.0, 'b': 2.0}",0.0014,2.2225,0.005,2.2228,0.2516
4000,0.2,beta,"{'a': 4.0, 'b': 4.0}",0.0002,2.95,0.0373,2.9502,1.4931
4000,0.2,chisquare,{'df': 2},1.9655,0.0498,0.0011,0.0504,0.0538
4000,0.2,chisquare,{'df': 8},0.9907,0.0126,0.0023,0.0132,0.0356
4000,0.2,chisquare,{'df': 14},0.7508,0.0071,-0.0003,0.0076,0.0442
4000,0.2,chisquare,{'df': 20},0.6286,0.005,0.002,0.0056,0.0508
4000,0.2,gamma,"{'shape': 1.0, 'scale': 0.5}",1.597,0.6908,0.0058,0.6917,0.1455
4000,0.2,gamma,"{'shape': 1.0, 'scale': 2.0}",1.9655,0.0498,0.0006,0.0504,0.0638
4000,0.2,gamma,"{'shape': 2.0, 'scale': 4.0}",1.4033,0.0066,0.0008,0.0071,0.0149
4000,0.2,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9907,0.0126,0.0025,0.0132,0.0357
4000,0.2,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.5488,0.0435,0.0002,0.0445,0.0358
4000,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.75}",3.0569,0.1477,0.0001,0.1487,0.1036
4000,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.487,0.4958,-0.0007,0.4967,0.1028
4000,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.3886,1.8435,0.0202,1.844,0.7747
4000,0.2,t,{'df': 3},0.0324,0.0668,-0.0009,0.0679,0.0399
4000,0.2,t,{'df': 4},-0.0118,0.0978,-0.002,0.0985,0.0564
4000,0.2,t,{'df': 5},-0.0295,0.1164,0.0018,0.117,0.0739
4000,0.2,t,{'df': 6},-0.0055,0.1283,-0.0017,0.1289,0.0394
4000,0.3,beta,"{'a': 0.5, 'b': 0.5}",0.0002,1.3956,-0.0008,1.3958,0.0615
4000,0.3,beta,"{'a': 1.0, 'b': 1.0}",0.001,1.7317,0.0041,1.7319,3.4234
4000,0.3,beta,"{'a': 2.0, 'b': 2.0}",0.0019,2.1439,0.0023,2.144,0.8429
4000,0.3,beta,"{'a': 4.0, 'b': 4.0}",0.0008,2.5469,0.0103,2.547,0.8141
4000,0.3,chisquare,{'df': 2},1.9295,0.0737,0.0006,0.0741,0.0425
4000,0.3,chisquare,{'df': 8},0.9861,0.0188,0.0028,0.0192,0.0389
4000,0.3,chisquare,{'df': 14},0.7487,0.0107,-0.0014,0.011,0.0465
4000,0.3,chisquare,{'df': 20},0.6274,0.0075,0.0007,0.0079,0.0514
4000,0.3,gamma,"{'shape': 1.0, 'scale': 0.5}",1.2587,0.8832,0.0056,0.8838,0.3065
4000,0.3,gamma,"{'shape': 1.0, 'scale': 2.0}",1.9295,0.0737,0.0009,0.0741,0.0559
4000,0.3,gamma,"{'shape': 2.0, 'scale': 4.0}",1.4001,0.0097,0.0007,0.0101,0.0226
4000,0.3,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9861,0.0188,0.002,0.0192,0.0388
4000,0.3,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.4635,0.0646,0.0005,0.0656,0.0489
4000,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.8973,0.2139,0.0005,0.2148,0.0844
4000,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.2488,0.6621,-0.0001,0.6627,0.197
4000,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.2205,1.8935,0.0354,1.8938,6.2947
4000,0.3,t,{'df': 3},0.0319,0.0987,-0.0012,0.0998,0.0735
4000,0.3,t,{'df': 4},-0.0118,0.1433,-0.002,0.1439,0.0669
4000,0.3,t,{'df': 5},-0.0281,0.17,0.0017,0.1705,0.0636
4000,0.3,t,{'df': 6},-0.0052,0.1871,-0.0024,0.1875,0.1194
4000,0.4,beta,"{'a': 0.5, 'b': 0.5}",0.0006,1.4038,-0.0012,1.4039,0.0621
4000,0.4,beta,"{'a': 1.0, 'b': 1.0}",0.0016,1.6447,0.0029,1.6447,0.3787
4000,0.4,beta,"{'a': 2.0, 'b': 2.0}",0.0022,1.9058,0.004,1.9059,0.4283
4000,0.4,beta,"{'a': 4.0, 'b': 4.0}",0.0013,2.1301,0.0227,2.1302,12.029
4000,0.4,chisquare,{'df': 2},1.881,0.0965,0.001,0.0968,0.0588
4000,0.4,chisquare,{'df': 8},0.9797,0.0249,0.0022,0.0252,0.0412
4000,0.4,chisquare,{'df': 14},0.7459,0.0142,-0.0004,0.0145,0.0446
4000,0.4,chisquare,{'df': 20},0.6258,0.01,0.0018,0.0103,0.0493
4000,0.4,gamma,"{'shape': 1.0, 'scale': 0.5}",0.9515,0.9761,0.0037,0.9765,0.3401
4000,0.4,gamma,"{'shape': 1.0, 'scale': 2.0}",1.881,0.0965,0.0009,0.0968,0.0479
4000,0.4,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3956,0.0128,0.0007,0.0131,0.0179
4000,0.4,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9797,0.0249,0.0022,0.0252,0.0391
4000,0.4,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.3474,0.0849,0.0005,0.0859,0.0515
4000,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.6959,0.2717,0.0005,0.2726,0.045
4000,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.0075,0.7649,0.0011,0.7654,0.0946
4000,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.1278,1.7514,0.0521,1.7515,5.3355
4000,0.4,t,{'df': 3},0.0309,0.1288,-0.0009,0.1299,0.0505
4000,0.4,t,{'df': 4},-0.0116,0.185,-0.0019,0.1855,0.0524
4000,0.4,t,{'df': 5},-0.0265,0.2183,0.0015,0.2187,0.0943
4000,0.4,t,{'df': 6},-0.0048,0.2394,-0.0016,0.2398,0.0798
4000,0.5,beta,"{'a': 0.5, 'b': 0.5}",0.0009,1.3335,-0.0005,1.3336,0.5034
4000,0.5,beta,"{'a': 1.0, 'b': 1.0}",0.002,1.5007,0.0028,1.5007,0.2529
4000,0.5,beta,"{'a': 2.0, 'b': 2.0}",0.0024,1.6675,0.0026,1.6675,0.2204
4000,0.5,beta,"{'a': 4.0, 'b': 4.0}",0.0016,1.8,0.0321,1.8,0.7902
4000,0.5,chisquare,{'df': 2},1.8216,0.118,0.0014,0.1183,0.0563
4000,0.5,chisquare,{'df': 8},0.9716,0.031,0.0025,0.0312,0.035
4000,0.5,chisquare,{'df': 14},0.7422,0.0177,-0.0014,0.0179,0.0446
4000,0.5,chisquare,{'df': 20},0.6237,0.0124,0.0019,0.0127,0.0489
4000,0.5,gamma,"{'shape': 1.0, 'scale': 0.5}",0.7076,1.0002,0.0054,1.0005,0.1291
4000,0.5,gamma,"{'shape': 1.0, 'scale': 2.0}",1.8216,0.118,0.0009,0.1183,0.0464
4000,0.5,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3898,0.0159,0.0007,0.0161,0.0152
4000,0.5,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9716,0.031,0.0016,0.0312,0.0411
4000,0.5,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.2041,0.1042,0.0005,0.1053,0.0205
4000,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.4691,0.3201,0.0006,0.3209,0.1398
4000,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.7947,0.8159,0.0002,0.8162,0.4564
4000,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0782,1.5706,0.042,1.5706,2.2639
4000,0.5,t,{'df': 3},0.0296,0.1564,-0.0009,0.1577,0.0486
4000,0.5,t,{'df': 4},-0.0113,0.2221,-0.0017,0.2225,0.0406
4000,0.5,t,{'df': 5},-0.0246,0.2603,0.0015,0.2606,0.0686
4000,0.5,t,{'df': 6},-0.0043,0.2843,-0.0026,0.2845,0.1138
4000,0.6,beta,"{'a': 0.5, 'b': 0.5}",0.0012,1.2373,-0.0008,1.2373,0.0619
4000,0.6,beta,"{'a': 1.0, 'b': 1.0}",0.0022,1.3539,0.0029,1.3539,0.1245
4000,0.6,beta,"{'a': 2.0, 'b': 2.0}",0.0025,1.4641,-0.0048,1.4641,0.2262
4000,0.6,beta,"{'a': 4.0, 'b': 4.0}",0.0018,1.5473,0.0165,1.5473,0.7919
4000,0.6,chisquare,{'df': 2},1.7531,0.1379,0.0013,0.1382,0.0642
4000,0.6,chisquare,{'df': 8},0.9618,0.0369,0.0021,0.0371,0.0444
4000,0.6,chisquare,{'df': 14},0.7378,0.0212,0.0006,0.0213,0.0437
4000,0.6,chisquare,{'df': 20},0.6212,0.0149,0.0022,0.0151,0.0507
4000,0.6,gamma,"{'shape': 1.0, 'scale': 0.5}",0.5261,0.9836,0.0047,0.9839,0.0738
4000,0.6,gamma,"{'shape': 1.0, 'scale': 2.0}",1.7531,0.1379,0.0011,0.1382,0.0409
4000,0.6,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3828,0.0189,0.0007,0.0191,0.0172
4000,0.6,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9618,0.0369,0.0025,0.0371,0.0414
4000,0.6,lognormal,"{'mean': 0.0, 'sigma': 1.0}",5.0375,0.1222,0.0005,0.1233,0.0378
4000,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.2324,0.3588,0.0009,0.3596,0.0891
4000,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.621,0.8301,-0.0,0.8304,149.2331
4000,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0507,1.4008,0.0503,1.4009,27.5469
4000,0.6,t,{'df': 3},0.028,0.1815,-0.0009,0.1828,0.0714
4000,0.6,t,{'df': 4},-0.0109,0.2541,-0.0019,0.2545,0.0302
4000,0.6,t,{'df': 5},-0.0226,0.2955,0.002,0.2958,0.1122
4000,0.6,t,{'df': 6},-0.0038,0.3212,-0.0021,0.3215,0.0399
4000,0.7,beta,"{'a': 0.5, 'b': 0.5}",0.0014,1.1383,-0.0011,1.1384,0.2055
4000,0.7,beta,"{'a': 1.0, 'b': 1.0}",0.0024,1.2213,0.0055,1.2213,0.1937
4000,0.7,beta,"{'a': 2.0, 'b': 2.0}",0.0025,1.2968,-0.0016,1.2968,0.2499
4000,0.7,beta,"{'a': 4.0, 'b': 4.0}",0.0019,1.352,0.0142,1.352,7.9914
4000,0.7,chisquare,{'df': 2},1.6776,0.1562,0.0012,0.1564,0.0652
4000,0.7,chisquare,{'df': 8},0.9505,0.0427,0.0015,0.0428,0.043
4000,0.7,chisquare,{'df': 14},0.7327,0.0246,0.0003,0.0247,0.0443
4000,0.7,chisquare,{'df': 20},0.6182,0.0173,0.0021,0.0175,0.0489
4000,0.7,gamma,"{'shape': 1.0, 'scale': 0.5}",0.3947,0.9459,0.0053,0.946,0.2489
4000,0.7,gamma,"{'shape': 1.0, 'scale': 2.0}",1.6776,0.1562,0.0009,0.1564,0.0737
4000,0.7,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3746,0.0219,0.0006,0.0221,0.0154
4000,0.7,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9505,0.0427,0.0023,0.0428,0.0384
4000,0.7,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.852,0.1389,0.0004,0.1401,0.0507
4000,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.9981,0.3884,0.0005,0.3891,0.0414
4000,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.4851,0.8209,0.0003,0.8211,0.6516
4000,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0346,1.2538,0.0799,1.2539,4.2528
4000,0.7,t,{'df': 3},0.0262,0.2037,-0.001,0.205,0.0582
4000,0.7,t,{'df': 4},-0.0104,0.281,-0.0019,0.2814,0.1184
4000,0.7,t,{'df': 5},-0.0206,0.3241,0.0014,0.3244,0.0981
4000,0.7,t,{'df': 6},-0.0033,0.3505,-0.003,0.3508,0.1317
4000,0.8,beta,"{'a': 0.5, 'b': 0.5}",0.0016,1.0458,-0.0011,1.0459,0.1201
4000,0.8,beta,"{'a': 1.0, 'b': 1.0}",0.0025,1.1063,0.0033,1.1063,0.1177
4000,0.8,beta,"{'a': 2.0, 'b': 2.0}",0.0026,1.1598,0.0025,1.1599,0.2433
4000,0.8,beta,"{'a': 4.0, 'b': 4.0}",0.002,1.198,0.0274,1.198,6.3205
4000,0.8,chisquare,{'df': 2},1.597,0.1727,0.0008,0.1729,0.0422
4000,0.8,chisquare,{'df': 8},0.9377,0.0483,0.0024,0.0485,0.0374
4000,0.8,chisquare,{'df': 14},0.7269,0.028,0.0007,0.0281,0.0439
4000,0.8,chisquare,{'df': 20},0.6148,0.0197,0.0015,0.0199,0.0528
4000,0.8,gamma,"{'shape': 1.0, 'scale': 0.5}",0.3001,0.8988,0.0052,0.8989,0.2852
4000,0.8,gamma,"{'shape': 1.0, 'scale': 2.0}",1.597,0.1727,0.0012,0.1729,0.0415
4000,0.8,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3652,0.0249,0.0009,0.0251,0.0236
4000,0.8,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9377,0.0483,0.002,0.0485,0.037
4000,0.8,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.6519,0.1541,0.0005,0.1553,0.0489
4000,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.7748,0.4098,0.0002,0.4104,0.2202
4000,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.3809,0.7979,0.0014,0.798,0.6899
4000,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0248,1.1295,0.0825,1.1295,3.3443
4000,0.8,t,{'df': 3},0.0242,0.223,-0.0011,0.2244,0.0928
4000,0.8,t,{'df': 4},-0.0098,0.3029,-0.0019,0.3033,0.0777
4000,0.8,t,{'df': 5},-0.0187,0.3464,0.0015,0.3466,0.1458
4000,0.8,t,{'df': 6},-0.0028,0.3728,-0.0027,0.3729,0.1991
10000,0.1,beta,"{'a': 0.5, 'b': 0.5}",-0.0001,0.7406,0.0005,0.741,0.1744
10000,0.1,beta,"{'a': 1.0, 'b': 1.0}",-0.0,1.0732,0.0035,1.0736,0.0619
10000,0.1,beta,"{'a': 2.0, 'b': 2.0}",0.0,1.6657,-0.0104,1.6661,0.4426
