N,Rho,Verteilung_X,Parameter,Avg_Skewness,Bias_OLS,Bias_ICA,RMSE_OLS,RMSE_ICA
200,0.6,beta,"{'a': 1.0, 'b': 1.0}",-0.0009,1.3537,-0.0198,1.3544,4.2834
200,0.6,beta,"{'a': 2.0, 'b': 2.0}",-0.0007,1.4631,0.2511,1.4636,6.7466
200,0.6,beta,"{'a': 4.0, 'b': 4.0}",-0.0004,1.5477,1.2623,1.548,9.6655
200,0.6,chisquare,{'df': 2},1.6599,0.1375,0.0004,0.1433,0.1249
200,0.6,chisquare,{'df': 8},0.9227,0.037,-0.003,0.0408,0.2339
200,0.6,chisquare,{'df': 14},0.7143,0.022,-0.0009,0.0256,0.3959
200,0.6,chisquare,{'df': 20},0.601,0.0156,0.0007,0.019,0.8073
200,0.6,gamma,"{'shape': 1.0, 'scale': 0.5}",0.5022,0.9843,0.017,0.988,0.9873
200,0.6,gamma,"{'shape': 1.0, 'scale': 2.0}",1.6599,0.1375,-0.001,0.1433,0.1327
200,0.6,gamma,"{'shape': 2.0, 'scale': 4.0}",1.315,0.0187,-0.0011,0.0223,0.0656
200,0.6,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9227,0.037,0.0026,0.0408,0.328
200,0.6,lognormal,"{'mean': 0.0, 'sigma': 1.0}",3.3379,0.138,-0.0022,0.1505,0.0765
200,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.8468,0.3681,0.0001,0.3796,0.1657
200,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.5855,0.8284,0.0247,0.8335,2.7435
200,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0429,1.4006,0.7037,1.4013,25.8441
200,0.6,t,{'df': 3},0.0239,0.2015,0.0055,0.2095,0.2857
200,0.6,t,{'df': 4},-0.0076,0.2644,0.0152,0.2701,3.9283
200,0.6,t,{'df': 5},-0.0228,0.3008,0.0344,0.3053,1.7925
200,0.6,t,{'df': 6},-0.0188,0.3247,0.0523,0.3287,1.8524
200,0.7,beta,"{'a': 0.5, 'b': 0.5}",-0.0092,1.1357,-0.0023,1.1362,0.346
200,0.7,beta,"{'a': 1.0, 'b': 1.0}",-0.0007,1.2215,-0.0247,1.222,3.8292
200,0.7,beta,"{'a': 2.0, 'b': 2.0}",-0.001,1.2961,0.2652,1.2965,12.0643
200,0.7,beta,"{'a': 4.0, 'b': 4.0}",-0.0006,1.3523,1.2232,1.3525,4.2258
200,0.7,chisquare,{'df': 2},1.5881,0.156,0.0013,0.1611,0.1118
200,0.7,chisquare,{'df': 8},0.9113,0.0428,-0.0048,0.0462,0.5869
200,0.7,chisquare,{'df': 14},0.7092,0.0254,0.0017,0.0286,5.7821
200,0.7,chisquare,{'df': 20},0.598,0.018,0.0013,0.021,1.1527
200,0.7,gamma,"{'shape': 1.0, 'scale': 0.5}",0.3781,0.9464,0.0119,0.949,5.7501
200,0.7,gamma,"{'shape': 1.0, 'scale': 2.0}",1.5881,0.156,0.0004,0.1611,0.1196
200,0.7,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3069,0.0217,-0.0007,0.025,0.0674
200,0.7,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9113,0.0428,-0.0023,0.0462,0.5843
200,0.7,lognormal,"{'mean': 0.0, 'sigma': 1.0}",3.209,0.1561,-0.0026,0.1686,0.0805
200,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.6583,0.3971,-0.0013,0.4073,0.1653
200,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.4584,0.8194,0.0298,0.823,30.6312
200,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0271,1.254,0.7039,1.2545,14.2911
200,0.7,t,{'df': 3},0.0235,0.2247,0.001,0.2324,0.1668
200,0.7,t,{'df': 4},-0.0066,0.2913,0.0191,0.2964,0.7758
200,0.7,t,{'df': 5},-0.0206,0.3297,0.0353,0.3335,1.6301
200,0.7,t,{'df': 6},-0.0176,0.3542,0.0442,0.3576,7.142
200,0.8,beta,"{'a': 0.5, 'b': 0.5}",-0.0091,1.0438,-0.0102,1.0442,0.3974
200,0.8,beta,"{'a': 1.0, 'b': 1.0}",-0.0007,1.1066,-0.0183,1.107,6.3911
200,0.8,beta,"{'a': 2.0, 'b': 2.0}",-0.0013,1.1593,0.3366,1.1596,8.2553
200,0.8,beta,"{'a': 4.0, 'b': 4.0}",-0.0008,1.1983,1.0754,1.1985,30.6867
200,0.8,chisquare,{'df': 2},1.5117,0.1726,0.0015,0.1772,0.1291
200,0.8,chisquare,{'df': 8},0.8985,0.0485,0.0018,0.0514,5.1049
200,0.8,chisquare,{'df': 14},0.7034,0.0288,0.0043,0.0316,0.3255
200,0.8,chisquare,{'df': 20},0.5945,0.0204,0.0008,0.0231,9.0238
200,0.8,gamma,"{'shape': 1.0, 'scale': 0.5}",0.2885,0.8992,0.0211,0.901,4.9713
200,0.8,gamma,"{'shape': 1.0, 'scale': 2.0}",1.5117,0.1726,0.001,0.1772,0.1279
200,0.8,gamma,"{'shape': 2.0, 'scale': 4.0}",1.2976,0.0247,0.0002,0.0277,0.0674
200,0.8,gamma,"{'shape': 4.0, 'scale': 2.0}",0.8985,0.0485,0.0006,0.0514,0.1594
200,0.8,lognormal,"{'mean': 0.0, 'sigma': 1.0}",3.0714,0.1722,-0.0024,0.1846,0.0615
200,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.479,0.4175,0.001,0.4265,0.148
200,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.3603,0.7965,0.013,0.7991,3.412
200,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0175,1.1299,0.6663,1.1302,260.3662
200,0.8,t,{'df': 3},0.0232,0.2444,0.0028,0.2517,0.1993
200,0.8,t,{'df': 4},-0.0054,0.313,0.0168,0.3175,1.1785
200,0.8,t,{'df': 5},-0.0185,0.352,0.0339,0.3554,1.0914
200,0.8,t,{'df': 6},-0.0163,0.3764,0.0446,0.3793,1.5943
400,0.1,beta,"{'a': 0.5, 'b': 0.5}",0.0033,0.7367,0.0085,0.7475,0.2279
400,0.1,beta,"{'a': 1.0, 'b': 1.0}",0.0061,1.0622,-0.0217,1.0722,0.4774
400,0.1,beta,"{'a': 2.0, 'b': 2.0}",0.002,1.6541,0.0029,1.664,4.8009
400,0.1,beta,"{'a': 4.0, 'b': 4.0}",0.0007,2.638,0.6243,2.6466,27.03
400,0.1,chisquare,{'df': 2},1.9207,0.025,0.0038,0.0359,0.0816
400,0.1,chisquare,{'df': 8},0.9737,0.0052,-0.0057,0.0131,0.1043
400,0.1,chisquare,{'df': 14},0.7398,0.0031,-0.0016,0.0096,0.1377
400,0.1,chisquare,{'df': 20},0.6189,0.002,0.0031,0.0082,0.2772
400,0.1,gamma,"{'shape': 1.0, 'scale': 0.5}",1.8188,0.3852,0.015,0.4003,0.3317
400,0.1,gamma,"{'shape': 1.0, 'scale': 2.0}",1.9207,0.025,0.0035,0.0359,0.0737
400,0.1,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3724,0.0029,0.0011,0.0088,0.0494
400,0.1,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9737,0.0052,-0.0078,0.0131,0.1061
400,0.1,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.3772,0.023,-0.0023,0.0336,0.0508
400,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.8764,0.0762,-0.0024,0.0883,0.1192
400,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.6304,0.2661,0.0002,0.2789,0.2846
400,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.633,1.2616,-0.0089,1.2734,21.3786
400,0.1,t,{'df': 3},-0.0146,0.0355,-0.0047,0.0477,0.0713
400,0.1,t,{'df': 4},0.0358,0.0495,-0.0015,0.061,0.8597
400,0.1,t,{'df': 5},0.0365,0.06,-0.0048,0.0705,10.4407
400,0.1,t,{'df': 6},0.0227,0.0658,0.0028,0.0764,1166.4816
400,0.2,beta,"{'a': 0.5, 'b': 0.5}",0.0034,1.2057,0.0087,1.2093,0.4239
400,0.2,beta,"{'a': 1.0, 'b': 1.0}",0.004,1.6119,-0.0209,1.6151,0.4726
400,0.2,beta,"{'a': 2.0, 'b': 2.0}",0.0016,2.2167,0.0175,2.2196,1.9331
400,0.2,beta,"{'a': 4.0, 'b': 4.0}",0.0023,2.9455,0.6784,2.9479,9.8635
400,0.2,chisquare,{'df': 2},1.8997,0.0496,0.0038,0.0561,0.0734
400,0.2,chisquare,{'df': 8},0.9707,0.0115,-0.006,0.0166,0.1019
400,0.2,chisquare,{'df': 14},0.7389,0.0066,-0.0024,0.0112,0.1012
400,0.2,chisquare,{'df': 20},0.6183,0.0045,0.003,0.0092,0.2075
400,0.2,gamma,"{'shape': 1.0, 'scale': 0.5}",1.5451,0.6899,0.015,0.6991,0.3632
400,0.2,gamma,"{'shape': 1.0, 'scale': 2.0}",1.8997,0.0496,0.0044,0.0561,0.0694
400,0.2,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3705,0.006,0.0015,0.0103,0.0463
400,0.2,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9707,0.0115,-0.0062,0.0166,0.1043
400,0.2,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.3343,0.046,-0.002,0.0534,0.0434
400,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.7833,0.1489,-0.0036,0.157,0.1052
400,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.4549,0.4918,-0.004,0.4995,0.3157
400,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.3927,1.8283,0.0072,1.833,42.1785
400,0.2,t,{'df': 3},-0.0133,0.0711,-0.005,0.0791,0.087
400,0.2,t,{'df': 4},0.0335,0.099,0.0004,0.1056,3.0664
400,0.2,t,{'df': 5},0.0344,0.1182,-0.0031,0.1241,12.0039
400,0.2,t,{'df': 6},0.021,0.1299,0.007,0.1356,3.117
400,0.3,beta,"{'a': 0.5, 'b': 0.5}",0.0036,1.3896,0.0093,1.3912,0.8742
400,0.3,beta,"{'a': 1.0, 'b': 1.0}",0.0023,1.7239,-0.0056,1.7253,1.1536
400,0.3,beta,"{'a': 2.0, 'b': 2.0}",0.0021,2.1415,0.0265,2.1427,1.7513
400,0.3,beta,"{'a': 4.0, 'b': 4.0}",0.0033,2.5447,0.796,2.5456,30.8772
400,0.3,chisquare,{'df': 2},1.8654,0.0735,0.0021,0.0782,0.086
400,0.3,chisquare,{'df': 8},0.9658,0.0177,-0.0065,0.0214,0.1014
400,0.3,chisquare,{'df': 14},0.7373,0.0102,-0.0019,0.0136,0.0998
400,0.3,chisquare,{'df': 20},0.6173,0.007,0.0032,0.0106,0.1805
400,0.3,gamma,"{'shape': 1.0, 'scale': 0.5}",1.2182,0.8815,0.0149,0.888,0.337
400,0.3,gamma,"{'shape': 1.0, 'scale': 2.0}",1.8654,0.0735,0.0022,0.0782,0.0788
400,0.3,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3675,0.0091,-0.0001,0.0124,0.0451
400,0.3,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9658,0.0177,-0.0063,0.0214,0.1032
400,0.3,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.2657,0.0684,-0.0018,0.075,0.0561
400,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.6406,0.2151,-0.0028,0.2222,0.0945
400,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.2258,0.6561,-0.0035,0.6618,0.3459
400,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.2247,1.8814,0.1171,1.8835,10.9319
400,0.3,t,{'df': 3},-0.0117,0.1052,-0.0049,0.112,0.0802
400,0.3,t,{'df': 4},0.0312,0.1455,-0.0006,0.1505,0.5176
400,0.3,t,{'df': 5},0.0321,0.1722,-0.0009,0.1766,1.71
400,0.3,t,{'df': 6},0.0192,0.1892,0.0133,0.1932,3.6464
400,0.4,beta,"{'a': 0.5, 'b': 0.5}",0.0036,1.3992,0.014,1.4001,2.4203
400,0.4,beta,"{'a': 1.0, 'b': 1.0}",0.0014,1.6395,-0.0179,1.6402,0.4537
400,0.4,beta,"{'a': 2.0, 'b': 2.0}",0.0025,1.9048,0.0618,1.9055,5.2306
400,0.4,beta,"{'a': 4.0, 'b': 4.0}",0.0036,2.129,0.8136,2.1294,107.8113
400,0.4,chisquare,{'df': 2},1.8188,0.0963,0.0003,0.1001,0.08
400,0.4,chisquare,{'df': 8},0.9592,0.0238,-0.007,0.0267,0.105
400,0.4,chisquare,{'df': 14},0.7349,0.0137,-0.0019,0.0164,0.1145
400,0.4,chisquare,{'df': 20},0.6159,0.0095,0.0082,0.0124,0.1747
400,0.4,gamma,"{'shape': 1.0, 'scale': 0.5}",0.9209,0.9738,0.0209,0.9783,0.3925
400,0.4,gamma,"{'shape': 1.0, 'scale': 2.0}",1.8188,0.0963,0.0032,0.1001,0.0749
400,0.4,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3631,0.0122,0.0009,0.0149,0.0488
400,0.4,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9592,0.0238,-0.0057,0.0267,0.1036
400,0.4,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.1738,0.0897,-0.002,0.0962,0.0557
400,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.4617,0.2727,-0.0021,0.2794,0.092
400,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.9934,0.7578,0.0002,0.7621,0.3062
400,0.4,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.1313,1.7429,0.2058,1.7439,134.6239
400,0.4,t,{'df': 3},-0.0099,0.1371,-0.004,0.1434,0.0672
400,0.4,t,{'df': 4},0.0291,0.188,-0.0004,0.1923,0.4366
400,0.4,t,{'df': 5},0.0297,0.2208,-0.0005,0.2243,1.2964
400,0.4,t,{'df': 6},0.0175,0.2418,0.0126,0.245,10.4204
400,0.5,beta,"{'a': 0.5, 'b': 0.5}",0.0036,1.3302,0.0144,1.3308,0.2195
400,0.5,beta,"{'a': 1.0, 'b': 1.0}",0.001,1.4972,-0.0219,1.4977,0.3882
400,0.5,beta,"{'a': 2.0, 'b': 2.0}",0.0027,1.6672,0.0314,1.6676,2.1116
400,0.5,beta,"{'a': 4.0, 'b': 4.0}",0.0036,1.7994,0.7583,1.7996,8.03
400,0.5,chisquare,{'df': 2},1.7616,0.1178,0.0045,0.121,0.0685
400,0.5,chisquare,{'df': 8},0.9509,0.0298,-0.0055,0.0322,0.1823
400,0.5,chisquare,{'df': 14},0.7317,0.0172,0.0005,0.0194,0.1204
400,0.5,chisquare,{'df': 20},0.614,0.0119,0.0011,0.0143,0.1853
400,0.5,gamma,"{'shape': 1.0, 'scale': 0.5}",0.6843,0.9978,0.022,1.0008,0.3865
400,0.5,gamma,"{'shape': 1.0, 'scale': 2.0}",1.7616,0.1178,0.0045,0.121,0.0853
400,0.5,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3575,0.0153,0.0017,0.0175,0.0456
400,0.5,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9509,0.0298,-0.0067,0.0322,0.1039
400,0.5,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.0614,0.1098,-0.002,0.1165,0.0339
400,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.2612,0.3206,-0.0026,0.327,0.1271
400,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.7875,0.8085,-0.0057,0.8117,0.4336
400,0.5,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.081,1.5647,0.3764,1.5653,110.3242
400,0.5,t,{'df': 3},-0.0078,0.1663,-0.0062,0.1724,0.0875
400,0.5,t,{'df': 4},0.0271,0.2256,0.0002,0.2295,0.3056
400,0.5,t,{'df': 5},0.0273,0.2628,0.0004,0.2659,1.5823
400,0.5,t,{'df': 6},0.0159,0.2868,0.0141,0.2894,51.1301
400,0.6,beta,"{'a': 0.5, 'b': 0.5}",0.0036,1.2349,0.0154,1.2353,0.2287
400,0.6,beta,"{'a': 1.0, 'b': 1.0}",0.0008,1.3516,-0.0098,1.3519,0.4174
400,0.6,beta,"{'a': 2.0, 'b': 2.0}",0.0029,1.464,0.0334,1.4642,11.8436
400,0.6,beta,"{'a': 4.0, 'b': 4.0}",0.0036,1.5469,0.9019,1.547,25.0922
400,0.6,chisquare,{'df': 2},1.6956,0.1378,0.0039,0.1406,0.0811
400,0.6,chisquare,{'df': 8},0.9409,0.0357,-0.005,0.0377,0.1046
400,0.6,chisquare,{'df': 14},0.7277,0.0206,-0.0011,0.0225,0.1256
400,0.6,chisquare,{'df': 20},0.6116,0.0144,0.0026,0.0164,0.1685
400,0.6,gamma,"{'shape': 1.0, 'scale': 0.5}",0.5079,0.9813,0.012,0.9833,10.9949
400,0.6,gamma,"{'shape': 1.0, 'scale': 2.0}",1.6956,0.1378,0.0029,0.1406,0.0671
400,0.6,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3507,0.0184,0.0011,0.0202,0.0459
400,0.6,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9409,0.0357,-0.002,0.0377,0.103
400,0.6,lognormal,"{'mean': 0.0, 'sigma': 1.0}",3.9318,0.1285,-0.002,0.1353,0.049
400,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.0521,0.3588,-0.0029,0.3647,0.1023
400,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.6185,0.8232,0.0004,0.8255,0.3322
400,0.6,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0529,1.3967,0.4211,1.3971,11.9293
400,0.6,t,{'df': 3},-0.0056,0.1924,-0.0051,0.1984,0.1057
400,0.6,t,{'df': 4},0.0252,0.258,-0.0011,0.2616,0.3136
400,0.6,t,{'df': 5},0.025,0.298,0.0002,0.3008,0.5603
400,0.6,t,{'df': 6},0.0144,0.3237,0.0163,0.326,1.0613
400,0.7,beta,"{'a': 0.5, 'b': 0.5}",0.0035,1.1366,0.0136,1.1369,0.2897
400,0.7,beta,"{'a': 1.0, 'b': 1.0}",0.0008,1.2197,-0.0093,1.2199,0.3574
400,0.7,beta,"{'a': 2.0, 'b': 2.0}",0.0029,1.2969,0.0778,1.297,4.7859
400,0.7,beta,"{'a': 4.0, 'b': 4.0}",0.0035,1.3517,0.8383,1.3518,10.0359
400,0.7,chisquare,{'df': 2},1.6228,0.156,0.0019,0.1586,0.0792
400,0.7,chisquare,{'df': 8},0.9295,0.0415,-0.0055,0.0433,0.1096
400,0.7,chisquare,{'df': 14},0.7231,0.0241,-0.0022,0.0257,0.1163
400,0.7,chisquare,{'df': 20},0.6088,0.0168,0.0027,0.0186,0.4018
400,0.7,gamma,"{'shape': 1.0, 'scale': 0.5}",0.3799,0.9439,0.0148,0.9452,0.4279
400,0.7,gamma,"{'shape': 1.0, 'scale': 2.0}",1.6228,0.156,0.0038,0.1586,0.0743
400,0.7,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3427,0.0214,0.0017,0.023,0.0472
400,0.7,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9295,0.0415,-0.0061,0.0433,0.1109
400,0.7,lognormal,"{'mean': 0.0, 'sigma': 1.0}",3.7885,0.1456,-0.0023,0.1526,0.0491
400,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.845,0.3877,-0.0022,0.3931,0.1084
400,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.4855,0.8146,0.0011,0.8163,6.8358
400,0.7,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0364,1.2509,0.4663,1.2511,15.4625
400,0.7,t,{'df': 3},-0.0035,0.2152,-0.0048,0.2212,0.0658
400,0.7,t,{'df': 4},0.0236,0.2851,-0.0027,0.2883,0.225
400,0.7,t,{'df': 5},0.0228,0.3265,-0.0014,0.3289,0.4192
400,0.7,t,{'df': 6},0.0132,0.3529,0.0135,0.3549,3.069
400,0.8,beta,"{'a': 0.5, 'b': 0.5}",0.0034,1.0445,0.0105,1.0447,0.2762
400,0.8,beta,"{'a': 1.0, 'b': 1.0}",0.0008,1.1052,-0.0144,1.1053,0.4388
400,0.8,beta,"{'a': 2.0, 'b': 2.0}",0.0029,1.1599,0.1063,1.16,59.672
400,0.8,beta,"{'a': 4.0, 'b': 4.0}",0.0034,1.1979,0.7663,1.1979,10.0129
400,0.8,chisquare,{'df': 2},1.5451,0.1725,0.0058,0.1748,0.0958
400,0.8,chisquare,{'df': 8},0.9166,0.0472,-0.0072,0.0487,0.1105
400,0.8,chisquare,{'df': 14},0.7177,0.0274,-0.002,0.0289,0.1451
400,0.8,chisquare,{'df': 20},0.6055,0.0192,0.0052,0.0207,0.2896
400,0.8,gamma,"{'shape': 1.0, 'scale': 0.5}",0.2877,0.8971,0.012,0.898,0.5141
400,0.8,gamma,"{'shape': 1.0, 'scale': 2.0}",1.5451,0.1725,0.0033,0.1748,0.0903
400,0.8,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3336,0.0244,0.002,0.0258,0.0465
400,0.8,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9166,0.0472,-0.0035,0.0487,0.1071
400,0.8,lognormal,"{'mean': 0.0, 'sigma': 1.0}",3.635,0.161,-0.0019,0.1681,0.0361
400,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.75}",1.6472,0.4085,-0.0021,0.4133,0.1899
400,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.5}",0.3828,0.7924,-0.0058,0.7936,8.1036
400,0.8,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.0263,1.1274,0.5018,1.1275,99.7111
400,0.8,t,{'df': 3},-0.0013,0.2348,-0.0052,0.2406,0.0978
400,0.8,t,{'df': 4},0.022,0.3069,0.0003,0.31,0.4004
400,0.8,t,{'df': 5},0.0209,0.3486,0.0023,0.3508,0.3541
400,0.8,t,{'df': 6},0.012,0.375,0.0144,0.3767,2.6424
1000,0.1,beta,"{'a': 0.5, 'b': 0.5}",-0.0034,0.7388,-0.0053,0.7433,0.2293
1000,0.1,beta,"{'a': 1.0, 'b': 1.0}",-0.0035,1.0628,-0.0004,1.0669,0.252
1000,0.1,beta,"{'a': 2.0, 'b': 2.0}",-0.0043,1.6708,-0.0144,1.6746,0.8634
1000,0.1,beta,"{'a': 4.0, 'b': 4.0}",-0.0014,2.6362,0.1083,2.6397,6.7331
1000,0.1,chisquare,{'df': 2},1.9507,0.025,0.0,0.0296,0.0442
1000,0.1,chisquare,{'df': 8},0.9884,0.0065,-0.0021,0.0104,0.0764
1000,0.1,chisquare,{'df': 14},0.7469,0.0035,-0.004,0.0067,0.0769
1000,0.1,chisquare,{'df': 20},0.6235,0.0025,-0.003,0.0055,0.0706
1000,0.1,gamma,"{'shape': 1.0, 'scale': 0.5}",1.8467,0.388,-0.0056,0.3934,0.2608
1000,0.1,gamma,"{'shape': 1.0, 'scale': 2.0}",1.9507,0.025,-0.0004,0.0296,0.0489
1000,0.1,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3996,0.0029,-0.0002,0.0065,0.0273
1000,0.1,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9884,0.0065,-0.0002,0.0104,0.0701
1000,0.1,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.8018,0.0219,0.0001,0.0275,0.0411
1000,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.9592,0.0748,0.002,0.0809,0.0747
1000,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.6271,0.2653,0.0007,0.2714,0.2146
1000,0.1,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.6205,1.2653,0.0262,1.2705,1.4579
1000,0.1,t,{'df': 3},-0.1425,0.0356,-0.0002,0.0404,0.0649
1000,0.1,t,{'df': 4},0.0921,0.0505,0.0028,0.0558,0.058
1000,0.1,t,{'df': 5},-0.0055,0.0585,0.0054,0.0635,0.5663
1000,0.1,t,{'df': 6},-0.0111,0.0668,0.0057,0.072,0.5895
1000,0.2,beta,"{'a': 0.5, 'b': 0.5}",-0.0041,1.2095,-0.0062,1.211,0.3267
1000,0.2,beta,"{'a': 1.0, 'b': 1.0}",-0.003,1.616,-0.0104,1.6174,0.652
1000,0.2,beta,"{'a': 2.0, 'b': 2.0}",-0.0034,2.2206,-0.0135,2.2218,0.5285
1000,0.2,beta,"{'a': 4.0, 'b': 4.0}",-0.0004,2.9462,0.0972,2.9471,2.5203
1000,0.2,chisquare,{'df': 2},1.9293,0.0499,0.0003,0.0523,0.0561
1000,0.2,chisquare,{'df': 8},0.9858,0.0127,-0.0038,0.015,0.0678
1000,0.2,chisquare,{'df': 14},0.7455,0.0071,-0.0057,0.0091,0.0758
1000,0.2,chisquare,{'df': 20},0.6228,0.005,-0.0043,0.007,0.0715
1000,0.2,gamma,"{'shape': 1.0, 'scale': 0.5}",1.5682,0.6954,-0.0028,0.6987,0.1823
1000,0.2,gamma,"{'shape': 1.0, 'scale': 2.0}",1.9293,0.0499,-0.0007,0.0523,0.0634
1000,0.2,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3976,0.0061,-0.0001,0.0084,0.0278
1000,0.2,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9858,0.0127,-0.0018,0.015,0.0723
1000,0.2,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.7561,0.0445,-0.0002,0.0482,0.0564
1000,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.862,0.148,0.0012,0.1519,0.0939
1000,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.5}",1.4483,0.4938,-0.0026,0.4973,0.2127
1000,0.2,lognormal,"{'mean': 0.0, 'sigma': 0.25}",0.3804,1.8367,0.0238,1.8387,15.5768
1000,0.2,t,{'df': 3},-0.143,0.0703,-0.0002,0.0735,0.0547
1000,0.2,t,{'df': 4},0.0893,0.099,0.0016,0.1022,0.0851
1000,0.2,t,{'df': 5},-0.0064,0.116,0.0035,0.1188,0.2656
1000,0.2,t,{'df': 6},-0.0114,0.13,0.0094,0.1328,1.3161
1000,0.3,beta,"{'a': 0.5, 'b': 0.5}",-0.0039,1.3931,-0.0055,1.3938,0.1278
1000,0.3,beta,"{'a': 1.0, 'b': 1.0}",-0.0015,1.728,0.0033,1.7287,374.5296
1000,0.3,beta,"{'a': 2.0, 'b': 2.0}",-0.0019,2.1402,-0.0127,2.1407,1.2021
1000,0.3,beta,"{'a': 4.0, 'b': 4.0}",0.0005,2.5456,0.1358,2.5459,3.0155
1000,0.3,chisquare,{'df': 2},1.8942,0.074,-0.001,0.0757,0.0458
1000,0.3,chisquare,{'df': 8},0.9814,0.0189,-0.0042,0.0205,0.0679
1000,0.3,chisquare,{'df': 14},0.7434,0.0106,-0.004,0.0121,0.0797
1000,0.3,chisquare,{'df': 20},0.6217,0.0075,-0.003,0.0089,0.0725
1000,0.3,gamma,"{'shape': 1.0, 'scale': 0.5}",1.2364,0.8885,-0.0042,0.8909,0.2054
1000,0.3,gamma,"{'shape': 1.0, 'scale': 2.0}",1.8942,0.074,-0.0004,0.0757,0.0515
1000,0.3,gamma,"{'shape': 2.0, 'scale': 4.0}",1.3943,0.0092,-0.0009,0.0108,0.0287
1000,0.3,gamma,"{'shape': 4.0, 'scale': 2.0}",0.9814,0.0189,-0.0024,0.0205,0.0695
1000,0.3,lognormal,"{'mean': 0.0, 'sigma': 1.0}",4.6813,0.0664,0.0005,0.0697,0.0567
1000,0.3,lognormal,"{'mean': 0.0, 'sigma': 0.75}",2.7116,0.2147,0.0016,0.218,0.1235
